665.0,590.0
691.0,597.0
672.0,610.0
686.0,614.0
664.0,622.0
673.0,620.0
660.0,631.0
669.0,631.0
664.0,635.0
659.0,632.0
665.0,634.0
621.0,651.0
565.0,715.0
up
608.0,697.0
596.0,685.0
631.0,675.0
613.0,670.0
648.0,665.0
628.0,659.0
655.0,658.0
635.0,647.0
659.0,644.0
635.0,659.0
655.0,648.0
647.0,651.0
659.0,641.0
654.0,647.0
651.0,638.0
662.0,633.0
655.0,628.0
667.0,628.0
649.0,629.0
670.0,627.0
648.0,629.0
674.0,630.0
643.0,630.0
670.0,626.0
646.0,626.0
672.0,628.0
651.0,631.0
671.0,631.0
655.0,629.0
666.0,625.0
667.0,625.0
679.0,627.0
676.0,627.0
670.0,626.0
673.0,626.0
647.0,623.0
665.0,608.0
674.0,596.0
711.0,600.0
down
680.0,607.0
704.0,607.0
599.0,654.0
652.0,650.0
640.0,646.0
666.0,640.0
648.0,640.0
668.0,639.0
656.0,636.0
663.0,634.0
661.0,636.0
661.0,633.0
661.0,635.0
657.0,631.0
668.0,630.0
653.0,628.0
672.0,631.0
653.0,629.0
670.0,628.0
645.0,629.0
675.0,633.0
650.0,632.0
671.0,632.0
645.0,634.0
667.0,632.0
646.0,625.0
663.0,624.0
652.0,630.0
661.0,632.0
661.0,632.0
662.0,630.0
665.0,623.0
675.0,614.0
711.0,612.0
down
704.0,605.0
711.0,612.0
681.0,611.0
697.0,615.0
669.0,618.0
694.0,618.0
609.0,656.0
649.0,652.0
634.0,648.0
661.0,641.0
631.0,642.0
617.0,633.0
629.0,630.0
644.0,630.0
651.0,630.0
649.0,629.0
661.0,632.0
650.0,628.0
671.0,636.0
655.0,631.0
671.0,634.0
650.0,629.0
675.0,631.0
649.0,632.0
675.0,634.0
647.0,636.0
670.0,631.0
645.0,631.0
668.0,631.0
653.0,633.0
664.0,626.0
659.0,629.0
661.0,625.0
661.0,630.0
654.0,633.0
659.0,643.0
678.0,640.0
692.0,639.0
668.0,639.0
685.0,641.0
659.0,637.0
687.0,636.0
659.0,636.0
681.0,638.0
657.0,632.0
679.0,635.0
669.0,620.0
699.0,611.0
680.0,604.0
673.0,606.0
657.0,610.0
651.0,614.0
658.0,618.0
658.0,603.0
699.0,531.0
right
684.0,549.0
696.0,563.0
672.0,573.0
695.0,582.0
665.0,591.0
689.0,597.0
658.0,602.0
679.0,609.0
654.0,610.0
675.0,611.0
657.0,620.0
604.0,674.0
567.0,710.0
602.0,697.0
614.0,685.0
622.0,676.0
632.0,682.0
627.0,674.0
647.0,667.0
634.0,659.0
661.0,656.0
638.0,650.0
668.0,645.0
639.0,645.0
669.0,644.0
644.0,643.0
666.0,639.0
648.0,637.0
665.0,637.0
655.0,636.0
672.0,637.0
667.0,636.0
664.0,634.0
664.0,634.0
658.0,635.0
668.0,634.0
655.0,630.0
671.0,635.0
654.0,629.0
674.0,632.0
649.0,630.0
674.0,632.0
647.0,630.0
677.0,628.0
650.0,631.0
673.0,633.0
659.0,632.0
668.0,628.0
661.0,630.0
668.0,627.0
666.0,631.0
662.0,626.0
666.0,631.0
651.0,622.0
679.0,625.0
680.0,622.0
699.0,624.0
670.0,625.0
689.0,628.0
605.0,645.0
654.0,640.0
638.0,639.0
667.0,635.0
652.0,637.0
671.0,636.0
636.0,631.0
654.0,625.0
654.0,628.0
653.0,626.0
657.0,630.0
651.0,629.0
664.0,631.0
650.0,629.0
666.0,628.0
646.0,628.0
670.0,629.0
647.0,630.0
672.0,629.0
643.0,630.0
671.0,629.0
651.0,631.0
670.0,632.0
653.0,630.0
665.0,629.0
656.0,633.0
662.0,630.0
665.0,636.0
661.0,629.0
666.0,632.0
655.0,632.0
670.0,635.0
654.0,631.0
674.0,633.0
651.0,630.0
673.0,634.0
668.0,630.0
690.0,625.0
674.0,627.0
702.0,625.0
669.0,625.0
682.0,626.0
667.0,627.0
676.0,628.0
634.0,643.0
638.0,640.0
650.0,647.0
648.0,639.0
660.0,639.0
645.0,634.0
671.0,635.0
654.0,631.0
675.0,634.0
651.0,632.0
675.0,633.0
645.0,630.0
675.0,630.0
651.0,634.0
673.0,630.0
654.0,633.0
668.0,634.0
658.0,633.0
662.0,629.0
658.0,631.0
644.0,640.0
639.0,653.0
636.0,649.0
669.0,643.0
659.0,640.0
677.0,638.0
654.0,630.0
679.0,633.0
652.0,635.0
677.0,634.0
656.0,633.0
684.0,627.0
695.0,541.0
right
716.0,533.0
697.0,553.0
701.0,560.0
691.0,569.0
684.0,577.0
681.0,590.0
671.0,592.0
678.0,593.0
662.0,600.0
678.0,608.0
655.0,610.0
675.0,616.0
644.0,619.0
669.0,623.0
643.0,628.0
668.0,630.0
646.0,632.0
665.0,629.0
650.0,633.0
593.0,698.0
up
603.0,711.0
618.0,697.0
624.0,680.0
639.0,676.0
631.0,670.0
653.0,664.0
634.0,657.0
659.0,654.0
637.0,648.0
663.0,648.0
640.0,643.0
668.0,641.0
649.0,640.0
670.0,636.0
654.0,635.0
670.0,634.0
662.0,639.0
669.0,635.0
666.0,637.0
661.0,632.0
672.0,634.0
663.0,627.0
682.0,630.0
664.0,628.0
681.0,632.0
651.0,632.0
681.0,634.0
630.0,645.0
665.0,641.0
642.0,640.0
664.0,633.0
657.0,639.0
675.0,636.0
661.0,637.0
671.0,630.0
663.0,635.0
663.0,630.0
665.0,636.0
666.0,633.0
681.0,631.0
658.0,627.0
673.0,630.0
652.0,628.0
676.0,625.0
667.0,622.0
687.0,623.0
658.0,623.0
676.0,624.0
653.0,623.0
669.0,627.0
652.0,627.0
645.0,627.0
628.0,648.0
650.0,643.0
660.0,638.0
665.0,625.0
673.0,622.0
659.0,620.0
677.0,626.0
663.0,626.0
660.0,623.0
651.0,623.0
683.0,623.0
657.0,626.0
685.0,625.0
659.0,626.0
680.0,624.0
656.0,626.0
671.0,626.0
664.0,625.0
668.0,624.0
663.0,626.0
658.0,628.0
663.0,630.0
649.0,632.0
665.0,635.0
651.0,630.0
667.0,634.0
646.0,631.0
677.0,632.0
646.0,632.0
673.0,634.0
648.0,634.0
671.0,632.0
655.0,632.0
668.0,632.0
656.0,635.0
664.0,632.0
660.0,631.0
659.0,630.0
663.0,633.0
655.0,632.0
655.0,634.0
638.0,628.0
660.0,630.0
638.0,628.0
665.0,631.0
640.0,630.0
668.0,633.0
643.0,636.0
662.0,630.0
639.0,631.0
667.0,662.0
657.0,677.0
659.0,672.0
646.0,668.0
635.0,672.0
649.0,651.0
645.0,647.0
680.0,560.0
right
698.0,489.0
710.0,516.0
687.0,535.0
703.0,550.0
